path,routeType,routeProvenance,h1,capabilitiesCount,sectionsCount,faqsCount,contentStatus,claimsVerified,renderedQAPass
"/","home","LEGACY_VERIFIED","Home — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/24-7-fm-support","service","LEGACY_VERIFIED","24 7 Fm Support — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/about-entire-facilities-management","company","LEGACY_VERIFIED","About Entire Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/accessibility-statement","legal","LEGACY_VERIFIED","Accessibility Statement",2,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/aerial-drone-building-inspection","service","LEGACY_VERIFIED","Aerial Drone Building Inspections & Roof Surveys",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/airport-facilities-management","sector","LEGACY_VERIFIED","Airport & Transport Hub Facilities Management",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/arena-facilities-management","sector","LEGACY_VERIFIED","Arena, Stadium & Sports Venue Facilities Management",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/best-facilities-management-company","company","LEGACY_VERIFIED","Best Facilities Management Company — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/birmingham-facilities-management","location","LEGACY_PROTECTED_BY_DIRECTIVE","Birmingham Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/blog","post","LEGACY_VERIFIED","Blog — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/bocker-crane-hire","service","LEGACY_VERIFIED","Bocker Crane Hire — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/bolton-facilities-management","location","NEW_GROWTH","Bolton Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/bradford-facilities-management","location","LEGACY_PROTECTED_BY_DIRECTIVE","Bradford Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/building-inspecting-testing","service","LEGACY_VERIFIED","Building Inspecting Testing — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/building-maintenance","service","LEGACY_VERIFIED","Commercial Building Fabric Maintenance & Repairs",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/bury-facilities-management","location","NEW_GROWTH","Bury Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/caretaker","service","LEGACY_VERIFIED","Corporate Concierge & On-Site Caretaking Services",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/carpark-management","service","LEGACY_VERIFIED","Carpark Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/chesterfield-facilities-management","location","LEGACY_PROTECTED_BY_DIRECTIVE","Chesterfield Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/cleaning-services","service","LEGACY_VERIFIED","Cleaning Services — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/client-login","company","LEGACY_VERIFIED","Client Login — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/client-login/account-registration","company","LEGACY_VERIFIED","Client Login/Account Registration — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/commercial-cleaning-birmingham","geographic-service","LEGACY_VERIFIED","Commercial Cleaning in Birmingham & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/commercial-cleaning-chesterfield","geographic-service","LEGACY_VERIFIED","Commercial Cleaning in Chesterfield & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/commercial-cleaning-leeds","geographic-service","LEGACY_VERIFIED","Commercial Cleaning in Leeds & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/commercial-cleaning-lincoln","geographic-service","LEGACY_VERIFIED","Commercial Cleaning in Lincoln & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/commercial-cleaning-london","geographic-service","LEGACY_VERIFIED","Commercial Cleaning in London & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/commercial-cleaning-manchester","geographic-service","LEGACY_VERIFIED","Commercial Cleaning in Manchester & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/commercial-cleaning-nottingham","geographic-service","LEGACY_VERIFIED","Commercial Cleaning in Nottingham & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/commercial-cleaning-sheffield","geographic-service","LEGACY_VERIFIED","Commercial Cleaning in Sheffield & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/commercial-facilities-management","sector","LEGACY_VERIFIED","Commercial Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/commercial-fm-lincoln","location","LEGACY_VERIFIED","Commercial Fm Lincoln — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/concierge-services","service","LEGACY_VERIFIED","Corporate Concierge & On-Site Caretaking Services",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/construction-facilities-management","sector","LEGACY_VERIFIED","Construction Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/contact-us","company","LEGACY_VERIFIED","Contact Us — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/contract-cleaning","service","LEGACY_VERIFIED","Contract Cleaning — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/contract-cleaning-chesterfield","geographic-service","LEGACY_VERIFIED","Contract Cleaning in Chesterfield & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/contract-cleaning-leeds","geographic-service","LEGACY_VERIFIED","Contract Cleaning in Leeds & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/contract-cleaning-lincoln","geographic-service","LEGACY_VERIFIED","Contract Cleaning in Lincoln & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/contract-cleaning-london","geographic-service","LEGACY_VERIFIED","Contract Cleaning in London & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/contract-cleaning-manchester","geographic-service","LEGACY_VERIFIED","Contract Cleaning in Manchester & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/contract-cleaning-sheffield","geographic-service","LEGACY_VERIFIED","Contract Cleaning in Sheffield & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/copy-of-helpdesk-registration","company","LEGACY_VERIFIED","Copy Of Helpdesk Registration — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/copy-of-industrial-cleaning","service","LEGACY_VERIFIED","Industrial Facilities Management & Manufacturing Plant Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/copy-of-what-is-facilities-manageme","service","LEGACY_VERIFIED","Copy Of What Is Facilities Manageme — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/derby-facilities-management","location","LEGACY_PROTECTED_BY_DIRECTIVE","Derby Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/doncaster-facilities-management","location","NEW_GROWTH","Doncaster Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/education-cleaning","service","LEGACY_VERIFIED","Education Facilities Management & Campus Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/education-facilities-management","sector","LEGACY_VERIFIED","Education Facilities Management & Campus Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/employment-portal","company","LEGACY_VERIFIED","Employment Portal — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/external-cleaning-birmingham","geographic-service","LEGACY_VERIFIED","Contract Cleaning in Birmingham & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/external-cleaning-lincoln","geographic-service","LEGACY_VERIFIED","Contract Cleaning in Lincoln & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/external-cleaning-london","geographic-service","LEGACY_VERIFIED","Contract Cleaning in London & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/external-cleaning-manchester","geographic-service","LEGACY_VERIFIED","Contract Cleaning in Manchester & Surrounding Districts",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-birmingham","location","LEGACY_VERIFIED","Facilities Management Birmingham — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-blog","post","LEGACY_VERIFIED","Facilities Management Blog — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-bolton","location","NEW_GROWTH","Facilities Management Bolton — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-bradford","location","LEGACY_VERIFIED","Facilities Management Bradford — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-bury","location","NEW_GROWTH","Facilities Management Bury — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-chesterfield","location","LEGACY_VERIFIED","Facilities Management Chesterfield — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-derby","location","LEGACY_VERIFIED","Facilities Management Derby — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-doncaster","location","NEW_GROWTH","Facilities Management Doncaster — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/construction-facilities-management","sector","LEGACY_VERIFIED","Facilities Management For/Construction Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/education-%26-schools-facilities-management","sector","LEGACY_VERIFIED","Education Facilities Management & Campus Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/healthcare-facilities-management","sector","LEGACY_VERIFIED","Healthcare Facilities Management & Clinic Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/hotels-%26-resort-facilities-management","sector","LEGACY_VERIFIED","Hotel & Hospitality Facilities Management",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/industrial-facilities-management","sector","LEGACY_VERIFIED","Industrial Facilities Management & Manufacturing Plant Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/leisure-centre-facilities-management","sector","LEGACY_VERIFIED","Facilities Management For/Leisure Centre Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/logistics-%26-distribution-facilities-management","sector","LEGACY_VERIFIED","Logistics & Warehouse Facilities Management",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/managing-agent-facilities-management","sector","LEGACY_VERIFIED","Facilities Management for Commercial Managing Agents",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/offices%2C-corporate-%26-co-working","sector","LEGACY_VERIFIED","Facilities Management For/Offices%2C Corporate %26 Co Working — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/residential-facilities-management","sector","LEGACY_VERIFIED","Residential Block & BTR Estate Facilities Management",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/restaurant-%26-hospitality-facilities-management","sector","LEGACY_VERIFIED","Facilities Management For/Restaurant %26 Hospitality Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/retail-%26-shopping-centre-facilities-management","sector","LEGACY_VERIFIED","Retail Facilities Management & Store Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/sports-venue-facilities-management","sector","LEGACY_VERIFIED","Arena, Stadium & Sports Venue Facilities Management",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/stadium-%26-arena-facilities-management","sector","LEGACY_VERIFIED","Arena, Stadium & Sports Venue Facilities Management",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-for/warehouse-%26-distribution","sector","LEGACY_VERIFIED","Logistics & Warehouse Facilities Management",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-grimsby","location","NEW_GROWTH","Facilities Management Grimsby — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-in-telford","location","LEGACY_VERIFIED","Facilities Management In Telford — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-in-the-midlands","location","LEGACY_VERIFIED","Facilities Management In The Midlands — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-leeds","location","LEGACY_PROTECTED_BY_DIRECTIVE","Facilities Management Leeds — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-lincoln","location","LEGACY_VERIFIED","Facilities Management Lincoln — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-liverpool","location","LEGACY_PROTECTED_BY_DIRECTIVE","Facilities Management Liverpool — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-london","location","LEGACY_VERIFIED","Facilities Management London — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-manchester","location","LEGACY_VERIFIED","Facilities Management Manchester — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-midlands","location","LEGACY_PROTECTED_BY_DIRECTIVE","Facilities Management Midlands — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-nottingham","location","LEGACY_PROTECTED_BY_DIRECTIVE","Facilities Management Nottingham — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-offices","sector","LEGACY_VERIFIED","Facilities Management Offices — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-oxford","location","NEW_GROWTH","Facilities Management Oxford — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-preston","location","NEW_GROWTH","Facilities Management Preston — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-rotherham","location","NEW_GROWTH","Facilities Management Rotherham — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-services","service","LEGACY_VERIFIED","Facilities Management Services — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-services-lond","service","LEGACY_VERIFIED","Facilities Management Services Lond — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-sheffield","location","LEGACY_PROTECTED_BY_DIRECTIVE","Facilities Management Sheffield — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-team","company","LEGACY_VERIFIED","Facilities Management Team — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-telford","location","LEGACY_PROTECTED_BY_DIRECTIVE","Facilities Management Telford — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/facilities-management-wigan","location","NEW_GROWTH","Facilities Management Wigan — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fire-emergency-systems","service","LEGACY_VERIFIED","Fire & Life Safety Emergency Systems Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-birmingham","location","LEGACY_VERIFIED","Fm Birmingham — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-bolton","location","NEW_GROWTH","Fm Bolton — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-bradford","location","LEGACY_VERIFIED","Fm Bradford — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-bury","location","NEW_GROWTH","Fm Bury — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-chesterfield","location","LEGACY_VERIFIED","Fm Chesterfield — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-client-info","company","LEGACY_VERIFIED","Fm Client Info — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-derby","location","LEGACY_VERIFIED","Fm Derby — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-doncaster","location","NEW_GROWTH","Fm Doncaster — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-grimsby","location","NEW_GROWTH","Fm Grimsby — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-leeds","location","LEGACY_VERIFIED","Fm Leeds — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-lincoln","location","LEGACY_VERIFIED","Fm Lincoln — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-liverpool","location","LEGACY_VERIFIED","Fm Liverpool — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-london","location","LEGACY_VERIFIED","Fm London — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-manchester","location","LEGACY_VERIFIED","Fm Manchester — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-matlock","location","LEGACY_VERIFIED","Fm Matlock — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-nottingham","location","LEGACY_VERIFIED","Fm Nottingham — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-oxford","location","NEW_GROWTH","Fm Oxford — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-preston","location","NEW_GROWTH","Fm Preston — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-rotherham","location","NEW_GROWTH","Fm Rotherham — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-services-sheffield","location","LEGACY_VERIFIED","Fm Services Sheffield — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-sheffield","location","LEGACY_VERIFIED","Fm Sheffield — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-supply-chain","company","LEGACY_VERIFIED","Fm Supply Chain — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-supply-form","company","LEGACY_VERIFIED","Fm Supply Form — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-support-n-contact","company","LEGACY_VERIFIED","Fm Support N Contact — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-support-n-contact/facilities-management-glossary","company","LEGACY_VERIFIED","Fm Support N Contact/Facilities Management Glossary — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-technical-services","service","LEGACY_VERIFIED","Fm Technical Services — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-telford","location","LEGACY_PROTECTED_BY_DIRECTIVE","Fm Telford — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/fm-wigan","location","NEW_GROWTH","Fm Wigan — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/gates-barriers","service","LEGACY_VERIFIED","Automated Gates, Barriers & Perimeter Access Control",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/grimsby-facilities-management","location","NEW_GROWTH","Grimsby Facilities Management — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/grounds-maintenance","service","LEGACY_VERIFIED","Grounds Maintenance — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/hard-services","service","LEGACY_VERIFIED","Hard Services — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/healthcare-facilities-management","sector","LEGACY_VERIFIED","Healthcare Facilities Management & Clinic Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/helpdesk","company","LEGACY_VERIFIED","Helpdesk — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/helpdesk-registration","company","LEGACY_VERIFIED","Helpdesk Registration — Facilities Management & Engineering",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/hot-tub-relocation","service","LEGACY_VERIFIED","Commercial Spa & Hot Tub Relocation Services",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/hotel-facilities-management","sector","LEGACY_VERIFIED","Hotel & Hospitality Facilities Management",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/hvac-contractor","service","LEGACY_VERIFIED","Commercial HVAC Contractor — Heating, Ventilation & Air Conditioning",6,1,2,"CONTENT_COMPLETE","TRUE","TRUE"
"/industrial-cleaning","service","LEGACY_VERIFIED","Industrial Facilities Management & Manufacturing Plant Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/industrial-cleaning-birmingham","geographic-service","LEGACY_VERIFIED","Industrial Facilities Management & Manufacturing Plant Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/industrial-cleaning-chesterfield","geographic-service","LEGACY_VERIFIED","Industrial Facilities Management & Manufacturing Plant Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/industrial-cleaning-derby","geographic-service","LEGACY_VERIFIED","Industrial Facilities Management & Manufacturing Plant Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
"/industrial-cleaning-leeds","geographic-service","LEGACY_VERIFIED","Industrial Facilities Management & Manufacturing Plant Maintenance",4,1,1,"CONTENT_COMPLETE","TRUE","TRUE"
